dataset,association,array,input_components,success,failure_reason,run_mode,reference_mode,method,reps,adaptive_neighborhood,adaptive_dimension,adaptive_regularization,min_neighbors,target_neighbors,max_neighbors,radius_scale,plane_eigen_ratio,line_eigen_ratio,lambda_amplify,geom_available,geom_topo_dim,geom_global_dim,geom_surface_like,geom_extent_x,geom_extent_y,geom_extent_z,geom_eigen_ratio21,geom_eigen_ratio31,geom_eigen_ratio32,geom_dim1_count,geom_dim2_count,geom_dim3_count,gl_wall_avg_ms,gl_wall_min_ms,gl_gpu_avg_ms,gl_gpu_min_ms,result_tuples,result_components,ambient_reference,ambient_compare_tuples,ambient_compare_components,ambient_raw_vecs,ambient_finite_vecs,ambient_nonfinite_vecs,ambient_low_ref_count,ambient_low_ref_ratio,ambient_abs_mae,ambient_abs_rmse,ambient_abs_max,ambient_ref_rms,ambient_nmae,ambient_nrmse,ambient_softrel_tau,ambient_softrel_mean,ambient_softrel_median,ambient_softrel_p90,ambient_stable_vecs,ambient_stable_abs_mae,ambient_stable_abs_rmse,ambient_stable_softrel_mean,ambient_stable_softrel_median,ambient_stable_softrel_p90,ambient_angle_mean_deg,ambient_angle_p90_deg,ambient_angle_count,ambient_scale_bias,ambient_worst_tuple,ambient_worst_vector,ambient_worst_abs_err,ambient_worst_ref_norm,ambient_ref_time_avg_ms,ambient_ref_time_min_ms,has_intrinsic,intrinsic_reference,intrinsic_compare_tuples,intrinsic_compare_components,intrinsic_raw_vecs,intrinsic_finite_vecs,intrinsic_nonfinite_vecs,intrinsic_low_ref_count,intrinsic_low_ref_ratio,intrinsic_abs_mae,intrinsic_abs_rmse,intrinsic_abs_max,intrinsic_ref_rms,intrinsic_nmae,intrinsic_nrmse,intrinsic_softrel_tau,intrinsic_softrel_mean,intrinsic_softrel_median,intrinsic_softrel_p90,intrinsic_stable_vecs,intrinsic_stable_abs_mae,intrinsic_stable_abs_rmse,intrinsic_stable_softrel_mean,intrinsic_stable_softrel_median,intrinsic_stable_softrel_p90,intrinsic_angle_mean_deg,intrinsic_angle_p90_deg,intrinsic_angle_count,intrinsic_scale_bias,intrinsic_worst_tuple,intrinsic_worst_vector,intrinsic_worst_abs_err,intrinsic_worst_ref_norm
Data\limb.vtk,CELL,benchmark_cubic,1,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,3.75246,2.7107,0.55509,0.536588,58977,3,ANALYTIC:benchmark_cubic_exact_grad,58977,3,58977,58977,0,1114,0.0188887,0.0355716,0.0539091,0.486674,0.173083,0.250945,0.311465,0.00865413,0.236616,0.20395,0.428227,57863,0.0362262,0.054425,0.237681,0.204832,0.429699,10.5423,19.7572,58977,0.892078,49168,0,0.486674,0.368175,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_gaussian,1,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,4.37612,2.9538,0.653494,0.540852,58977,3,ANALYTIC:benchmark_gaussian_exact_grad,58977,3,58977,58977,0,0,0,0.000269485,0.000326328,0.00246153,0.00131384,0.218406,0.248378,6.56919e-05,0.226042,0.195225,0.406118,58977,0.000269485,0.000326328,0.226042,0.195225,0.406118,10.2594,19.2986,58977,0.9639,46462,0,0.00246153,0.00159865,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_linear,1,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,2.7126,2.4516,0.474011,0.459472,58977,3,ANALYTIC:benchmark_linear_exact_grad,58977,3,58977,58977,0,0,0,0.554101,0.646287,4.04169,2.47487,0.22389,0.26114,0.123744,0.22389,0.19167,0.409069,58977,0.554101,0.646287,0.22389,0.19167,0.409069,10.0927,19.191,58977,0.95435,56400,0,4.04169,2.47487,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_quadratic,1,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,3.5548,2.6696,0.54079,0.50726,58977,3,ANALYTIC:benchmark_quadratic_exact_grad,58977,3,58977,58977,0,17,0.000288248,0.122098,0.163161,1.43478,0.570621,0.235829,0.285936,0.028531,0.228551,0.196068,0.416875,58960,0.122128,0.163184,0.228412,0.196045,0.416548,10.2066,19.1485,58977,0.92435,10473,0,1.43478,1.07273,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_trig,1,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,3.65282,2.9908,0.554871,0.535652,58977,3,ANALYTIC:benchmark_trig_exact_grad,58977,3,58977,58977,0,0,0,0.528342,0.638363,4.46458,2.59873,0.213982,0.245644,0.129937,0.216372,0.189426,0.380068,58977,0.528342,0.638363,0.216372,0.189426,0.380068,9.84902,18.3267,58977,0.973036,29575,0,4.46458,3.33409,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_vec_linear,3,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,9.74788,8.8698,0.97813,0.95264,58977,9,ANALYTIC:benchmark_vec_linear_exact_grad,58977,9,176931,176931,0,0,0,0.229671,0.267207,2.00261,1.10303,0.210528,0.242249,0.0551513,0.211443,0.184902,0.373683,176931,0.229671,0.267207,0.211443,0.184902,0.373683,9.61996,17.8981,176931,0.977404,10474,1,2.00261,1.27279,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_vec_poly,3,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,9.18948,6.9271,0.899382,0.67886,58977,9,ANALYTIC:benchmark_vec_poly_exact_grad,58977,9,176931,176931,0,1231,0.00695751,0.0693255,0.105167,1.59512,0.370216,0.23524,0.28407,0.0185108,0.240283,0.203862,0.431343,175700,0.069728,0.105529,0.237471,0.20294,0.426153,10.8146,20.1102,176931,0.926034,49168,0,1.59512,0.794843,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,benchmark_vec_trig,3,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,9.30248,7.2408,0.948449,0.873808,58977,9,ANALYTIC:benchmark_vec_trig_exact_grad,58977,9,176931,176931,0,76,0.000429546,0.290752,0.382854,3.86787,1.59293,0.212642,0.240346,0.0796465,0.218817,0.190009,0.3858,176855,0.290848,0.382933,0.218545,0.189958,0.385495,9.94608,18.4791,176931,0.979461,29575,0,3.86787,3.05353,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\limb.vtk,CELL,chem_0,1,1,,fields,auto,auto,5,1,1,1,12,20,32,2.5,0.06,0.02,4,1,3,3,0,1404.76,1394.18,1292.39,0.475138,0.209342,0.440593,50,3390,55537,4.36698,3.1047,0.504213,0.464516,58977,3,VTK,58977,3,58977,58977,0,17926,0.303949,1.72268e-09,2.24209e-09,6.30176e-08,0.00464724,5.38515e-07,4.82455e-07,0.000232362,2.76925e-06,5.47587e-07,8.87213e-06,41051,1.73097e-09,2.3326e-09,7.76776e-07,3.47371e-07,1.59996e-06,0.242953,0.01895,54074,1,49168,0,6.30176e-08,0.0194147,136.278,123.665,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
