dataset,association,array,input_components,success,failure_reason,run_mode,result_source,reference_mode,method,reps,adaptive_neighborhood,adaptive_dimension,adaptive_regularization,min_neighbors,target_neighbors,max_neighbors,radius_scale,plane_eigen_ratio,line_eigen_ratio,lambda_amplify,vtk_requested_parallel_threads,vtk_backend_mode,geom_available,geom_topo_dim,geom_global_dim,geom_surface_like,geom_extent_x,geom_extent_y,geom_extent_z,geom_eigen_ratio21,geom_eigen_ratio31,geom_eigen_ratio32,geom_dim1_count,geom_dim2_count,geom_dim3_count,result_wall_avg_ms,result_wall_min_ms,result_gpu_avg_ms,result_gpu_min_ms,gl_wall_avg_ms,gl_wall_min_ms,gl_gpu_avg_ms,gl_gpu_min_ms,result_tuples,result_components,ambient_reference,ambient_compare_tuples,ambient_compare_components,ambient_raw_vecs,ambient_finite_vecs,ambient_nonfinite_vecs,ambient_low_ref_count,ambient_low_ref_ratio,ambient_vtk_backend,ambient_vtk_single_threads,ambient_vtk_parallel_threads,ambient_vtk_single_avg_ms,ambient_vtk_single_min_ms,ambient_vtk_parallel_avg_ms,ambient_vtk_parallel_min_ms,ambient_abs_mae,ambient_abs_rmse,ambient_abs_max,ambient_ref_rms,ambient_nmae,ambient_nrmse,ambient_softrel_tau,ambient_softrel_mean,ambient_softrel_median,ambient_softrel_p90,ambient_stable_vecs,ambient_stable_abs_mae,ambient_stable_abs_rmse,ambient_stable_softrel_mean,ambient_stable_softrel_median,ambient_stable_softrel_p90,ambient_angle_mean_deg,ambient_angle_p90_deg,ambient_angle_count,ambient_scale_bias,ambient_worst_tuple,ambient_worst_vector,ambient_worst_abs_err,ambient_worst_ref_norm,ambient_ref_time_avg_ms,ambient_ref_time_min_ms,has_intrinsic,intrinsic_reference,intrinsic_compare_tuples,intrinsic_compare_components,intrinsic_raw_vecs,intrinsic_finite_vecs,intrinsic_nonfinite_vecs,intrinsic_low_ref_count,intrinsic_low_ref_ratio,intrinsic_vtk_backend,intrinsic_vtk_single_threads,intrinsic_vtk_parallel_threads,intrinsic_vtk_single_avg_ms,intrinsic_vtk_single_min_ms,intrinsic_vtk_parallel_avg_ms,intrinsic_vtk_parallel_min_ms,intrinsic_abs_mae,intrinsic_abs_rmse,intrinsic_abs_max,intrinsic_ref_rms,intrinsic_nmae,intrinsic_nrmse,intrinsic_softrel_tau,intrinsic_softrel_mean,intrinsic_softrel_median,intrinsic_softrel_p90,intrinsic_stable_vecs,intrinsic_stable_abs_mae,intrinsic_stable_abs_rmse,intrinsic_stable_softrel_mean,intrinsic_stable_softrel_median,intrinsic_stable_softrel_p90,intrinsic_angle_mean_deg,intrinsic_angle_p90_deg,intrinsic_angle_count,intrinsic_scale_bias,intrinsic_worst_tuple,intrinsic_worst_vector,intrinsic_worst_abs_err,intrinsic_worst_ref_norm
Data\SampleStructGrid.vtk,CELL,benchmark_cubic,1,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,373.851,373.851,0,0,0,0,0,0,21489,3,ANALYTIC:benchmark_cubic_exact_grad,21489,3,21489,21489,0,334,0.0155428,,0,0,0,0,0,0,0.00234174,0.00480392,0.0220523,0.171788,0.0165034,0.0279643,0.00858939,0.0171621,0.00789991,0.0511904,21155,0.00237214,0.0048414,0.0166684,0.00774293,0.0508584,0.555791,1.60831,21489,0.988006,0,0,0.0220523,0.37418,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_gaussian,1,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,372.43,372.43,0,0,0,0,0,0,21489,3,ANALYTIC:benchmark_gaussian_exact_grad,21489,3,21489,21489,0,1,4.65354e-05,,0,0,0,0,0,0,0.0134626,0.0184913,0.0938098,1.93309,0.00724772,0.00956567,0.0966545,0.00888487,0.0054341,0.0115131,21488,0.0134623,0.0184912,0.00887542,0.00543401,0.0115103,0.281782,0.513732,21489,0.997615,236,0,0.0938098,1.20528,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_linear,1,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,389.183,389.183,0,0,0,0,0,0,21489,3,ANALYTIC:benchmark_linear_exact_grad,21489,3,21489,21489,0,0,0,,0,0,0,0,0,0,1.14313e-06,1.32083e-06,8.50322e-06,2.47487,4.61893e-07,5.33696e-07,0.123744,4.61893e-07,4.1225e-07,7.92137e-07,21489,1.14313e-06,1.32083e-06,4.61893e-07,4.1225e-07,7.92137e-07,2.06208e-05,3.7881e-05,21489,1,18201,0,8.50322e-06,2.47487,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_quadratic,1,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,373.913,373.913,0,0,0,0,0,0,21489,3,ANALYTIC:benchmark_quadratic_exact_grad,21489,3,21489,21489,0,11,0.00051189,,0,0,0,0,0,0,0.00390866,0.00706115,0.0307206,0.60962,0.00704386,0.0115829,0.030481,0.00735923,0.0035644,0.0229714,21478,0.00390993,0.00706287,0.00733915,0.00356216,0.0229374,0.264164,0.759515,21489,0.995703,14,0,0.0307206,1.05181,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_trig,1,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,377.783,377.783,0,0,0,0,0,0,21489,3,ANALYTIC:benchmark_trig_exact_grad,21489,3,21489,21489,0,0,0,,0,0,0,0,0,0,0.0146055,0.03023,0.138458,2.52939,0.00605857,0.0119515,0.12647,0.00966242,0.002498,0.0123673,21489,0.0146055,0.03023,0.00966242,0.002498,0.0123673,0.475105,0.577201,21489,0.998984,20982,0,0.138458,1.50041,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_vec_linear,3,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,373.298,373.298,0,0,0,0,0,0,21489,9,ANALYTIC:benchmark_vec_linear_exact_grad,21489,9,64467,64467,0,0,0,,0,0,0,0,0,0,6.08406e-07,7.16545e-07,4.24157e-06,1.10303,5.57695e-07,6.49617e-07,0.0551513,5.66031e-07,4.89478e-07,1.02999e-06,64467,6.08406e-07,7.16545e-07,5.66031e-07,4.89478e-07,1.02999e-06,2.54804e-05,4.86576e-05,64467,1,3248,1,4.24157e-06,1.27279,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_vec_poly,3,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,381.99,381.99,0,0,0,0,0,0,21489,9,ANALYTIC:benchmark_vec_poly_exact_grad,21489,9,64467,64467,0,478,0.00741465,,0,0,0,0,0,0,0.00224517,0.0052979,0.0279998,0.37839,0.00753959,0.0140012,0.0189195,0.00941708,0.00375765,0.0270748,63989,0.00225469,0.00531668,0.00910436,0.00371793,0.0262685,0.238482,0.54869,64467,0.994901,20982,0,0.0279998,0.888387,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
Data\SampleStructGrid.vtk,CELL,benchmark_vec_trig,3,1,,benchmarks,vtk,auto,auto,1,1,1,1,12,20,32,2.5,0.06,0.02,4,0,stdthread,1,3,3,0,0.956386,0.706924,0.456319,0.552628,0.236843,0.428575,0,8,21481,393.853,393.853,0,0,0,0,0,0,21489,9,ANALYTIC:benchmark_vec_trig_exact_grad,21489,9,64467,64467,0,0,0,,0,0,0,0,0,0,0.00706639,0.0181166,0.138421,1.56829,0.00512984,0.0115519,0.0784144,0.00990885,0.00186327,0.0171518,64467,0.00706639,0.0181166,0.00990885,0.00186327,0.0171518,0.290068,0.462611,64467,0.999165,20982,0,0.138421,0.559211,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,-1,0,0
